id,Message,truth,cube,google,google_spam,google_not_spam,ibm,ibm_spam,ibm_not_spam
161,mahila awas yojna bhk  ol only booking  rsooo  towers in  acres  open area cl o,spam,spam,not-spam,0.191999,0.808001,not-spam,0.063269484,0.936730516
162,holi ki hardik subhkamnayen   dr gajendra singh batohi avichal prakashan  bijnor,spam,spam,not-spam,0.488751,0.511249,spam,0.858417661,0.141582339
163,why pay rent shift now buy  bhk ac home in east delhi   lacs nly ready to move nr shadra metro with club parking visit today call,spam,spam,spam,0.792826,0.207174,not-spam,0.228354926,0.771645074
164,mere bharat desh ke vasio aap sabhi ko kiss day par hardik shubhkamnaye  manniya pradhanmantri shri damodar narender modi ji  lok kalyan hetu janhit me jari,spam,spam,spam,0.999217,0.000783,spam,0.995048219,0.004951781
165,fully maintained loaded bhk suites with a lake view rs  lacs only  book in lacs only in south of gurgaon golf driving range  call,spam,spam,spam,0.998581,0.001419,spam,0.67003405,0.32996595
166,huda govt approved  bhk in only  lacs gls arawali homes sohna road gurgaon  home loan apply with just rs  call,spam,spam,spam,0.957902,0.042098,not-spam,0.265913787,0.734086213
167,pay  now  no emi till st july  book bhk apt l only  min from forties hospital const full swingbank loan nr metroprateek builder ph,spam,spam,spam,0.99975,0.00025,spam,0.990624701,0.009375299
168,darfresh booking of huda govt approved project    bhk in heart of fbd near fngmetro station an attractive rate of rs  lac  loan call,spam,spam,not-spam,0.00896,0.99104,not-spam,0.05491499,0.94508501
169,abhi nahi to kabhi nahi confirmed booking under huda govt affordable policy bhk in  lac all inclusive  loan book   cl,spam,spam,not-spam,0.014205,0.985795,not-spam,0.004626479,0.995373521
170,booking open huda govtapproved flat in sec amolik most prime location bhk lacsbhk lacsbhk lacsbooking amount  lacs,spam,spam,not-spam,0.069995,0.930005,spam,0.778538324,0.221461676
171,dont miss book now or regret supertech officers enclave  bhk apts in largest hill view township in south of gurgaon  just  lacs onwards cal,spam,spam,spam,0.982235,0.017765,spam,0.973793674,0.026206326
172,bookk  bhk  sqft only wid great payment options next to pari chowk metro station american lifestyle living limited period offer m,spam,spam,spam,0.974405,0.025595,spam,0.993543505,0.006456495
173,haryana govttaffordable house scheme bookk bhklacall inclusive form charges rs draw after  month sec faridabad m,spam,spam,not-spam,0.41096,0.58904,not-spam,0.084479296,0.915520704
174,bhk  lacr r free clubr r free parkingr r free maintenancer r limited leftr r call,spam,spam,not-spam,0.3869,0.6131,spam,0.880456327,0.119543673
175,mahila awas yojna bhk l only booking  rs   towers in  acres  open area cl,spam,spam,not-spam,0.160848,0.839152,not-spam,0.064152183,0.935847817
176,pay just rs  book a home in rise ohbhk apt with rooftop infinity pool  amenitiesbang on lane nh ghaziabadbest ratescall,spam,spam,spam,0.906348,0.093652,spam,0.953120287,0.046879713
177,purvankara pre launches beach lifestyle apts luxury bhk  psf ofr for  units locatedkeshavnagar kharadi pune fr valid for  days call,spam,spam,spam,0.935921,0.064079,spam,0.994965983,0.005034017
178,haryana govt affordable housing scheme in south gurgaon sohna bhk lacs all incl loan  guaranteed allotment to book sms khs to,spam,spam,spam,0.576089,0.423911,not-spam,0.2398859,0.7601141
179,qpre launch   acres of residential gated township in heart of city at chembur     bhk apts hubtown seasons call on o,spam,spam,spam,0.671342,0.328658,spam,0.752534378,0.247465622
180,hpre launch   acres of residential gated township in heart of city at chembur     bhk apts hubtown seasons call on o,spam,spam,spam,0.671342,0.328658,spam,0.752534378,0.247465622
181,bhk residencesrby cascade gardens in gurgaonrpay only  now  nothing till possessionrstarts   lac ltd units leftrcall,spam,spam,spam,0.997795,0.002205,spam,0.994748963,0.005251037
182,bhk l rs  psf only live american lifestyle great pay options next to pari chowk nr metro station cl,spam,spam,spam,0.795095,0.204905,spam,0.800799603,0.199200397
183,first time in the history of gurgaon luxury bhk  lac only all incl with aravali view at sohna road booking amt  loan  for site visit cl,spam,spam,not-spam,0.137214,0.862786,not-spam,0.050370392,0.949629608
184,ghar sasta chahiye to gulmohur garden aiye svpraj nagar ext bhk apptssqftl no emi plan also avlb ready poss in  mnth m,spam,spam,not-spam,0.161185,0.838815,spam,0.879028062,0.120971938
185,bhk apts indirapuram xtn gzdnearby shipra mallfngmtr road   construction in full swingacr parkfive star lobby   furnished interior cl,spam,spam,not-spam,0.414376,0.585624,spam,0.83071579,0.16928421
186,ghar sasta chahiye to gulmohur garden aaiyesaal ke sabse saste  din in svp  raj ngr extn bhk possession in  months call jmd group,spam,spam,spam,0.572095,0.427905,spam,0.994031077,0.005968923
187,huda govt approved  bhk in only  lacs gls arawali homes sohna road gurgaon  home loan apply with just rs  call now,spam,spam,spam,0.990435,0.009565,spam,0.622024144,0.377975856
188,flat on rent bhk naked nr judges bunglow  mansi to bodakdev road  rent family     flat on rent bhk fully furnish  nr starling hospital  gurukul road  rent family and girls allows    flat on rent  bhk semi furnished  nd floor  gurukul  road family  girls allows,spam,spam,spam,0.904963,0.095037,spam,0.978207949,0.021792051
189,bhk attached bathroom semifurnished st flr of tenament  neminathkrupa soc nr uganda hall gurukul only veg family,spam,spam,spam,0.890353,0.109647,spam,0.950699449,0.049300551
190,flat for rent bhk salin otium prahalad nagar semi furnish  last hindustan real estate,spam,spam,not-spam,0.032815,0.967185,spam,0.838118346,0.161881654
191,flat on rent bhk fully furnished only bachelor rent net  vijay carcal road helmet narendra sadhu,spam,spam,spam,0.957344,0.042656,spam,0.967003443,0.032996557
192,lodha launches   bhk ac apts in thane mumbai   lacs onwards pay just  and bank pays the rest book now to save upto  lacs call,spam,spam,spam,0.806768,0.193232,spam,0.55844192,0.44155808
193,kalpataru immensa kolshet rdthane bhkrslac with retailcommercial open area thane railwy stnkm fully equipped fitness center,spam,spam,not-spam,0.442686,0.557314,not-spam,0.123127529,0.876872471
194,lodha palavacity bhk ac apt  at l in dombivalie kalyan shil rd families living possn in feb akshaya tritiya benefitsupto rsl,spam,spam,not-spam,0.184283,0.815717,not-spam,0.056741902,0.943258098
195,deepon ki raushni aur harshollas ke is pawan parv deepawali ke subhawsar par aapko aur aapke pure pariwaar ko hardik hardik subhkamnaen aur abhinandan shri vinayak aur mata laxmi ki kripa aap sabhi par barshe aur aapka har chhan mangalmay aur kalyankari ho jai mata ki  subhecchhoofrom m k srivastava sbi bhu vns,spam,spam,spam,0.999785,0.000215,spam,0.993764912,0.006235088
196,nav  vars  ki  hardik  subhkamana      rd  singh surya udyog,spam,spam,spam,0.610992,0.389008,not-spam,0.49309135,0.50690865
197,holi aayi satrangi rango ki bouchar laayi dher saari mithai aur mitha mitha pyar laayi aap ki zindagi ho mithe pyar aur khusiyon se bhari jisme samaaye saaton rang yahi shubhkamna hai hamaari   ashok,spam,spam,spam,0.916242,0.083758,spam,0.993838831,0.006161169
198,vatika launches  bhkrpremium living in gurgaonrat unbelievable price   lacrrelaxd monthly ecs payrfor more details  bookingrcall,spam,spam,not-spam,0.361734,0.638266,not-spam,0.391987545,0.608012455
199,bhk at rs lac in gurgaon by vatika  for more details call,spam,spam,not-spam,0.188138,0.811862,not-spam,0.073298154,0.926701846
200,grab it before its too late low rise bhk flat adjoining aravali just lac onwrds supertech defence floors sec ggn golf centric township cl,spam,spam,spam,0.983616,0.016384,spam,0.993543917,0.006456083
201,central park launching soon  bhk lake front apts   lac only at south of gurgaon plpsubvention avilable inaugural disc for ltd units call,spam,spam,spam,0.712702,0.287298,not-spam,0.120244951,0.879755049
202,central park launches flower valley lake facing independent floors   bhk  rs lac on gurgaonsohna road call,spam,spam,not-spam,0.150205,0.849795,not-spam,0.066499126,0.933500874
203,bhk at rs lac in gurgaon by vatika  for more details  booking call,spam,spam,not-spam,0.021783,0.978217,not-spam,0.05289257,0.94710743
204,bhk at rs lac in gurgaonrby vatika rrelaxd monthly ecs payrfor more details  bookingrcall,spam,spam,not-spam,0.223604,0.776396,not-spam,0.038141961,0.961858039
205,year end bonanza book amaatra homes  bhk appt rspsf all incl clp free car prkngfree club mbshpfree pwr bkup assured gift vld til  dec,spam,spam,not-spam,0.446848,0.553152,spam,0.99273096,0.00726904
206,wownow pay   get  bhk in gurgoansec  in supertech afordable housing basera confirmed lottery unitslast date apr myvaluehomescom call,spam,spam,spam,0.560866,0.439134,not-spam,0.319313456,0.680686544
207,live in centre of meerut  super luxury  bhk  rs  lacs pay   rest on  possession call  wwwmyvaluehomescom  approved bysyndicate bank,spam,spam,not-spam,0.140204,0.859796,not-spam,0.011392413,0.988607587
208,book your dream home in dwarka ext new delhi bhk bhk gym club pool nr embassiies golf course isbtmetro loan avail,spam,spam,not-spam,0.105044,0.894956,not-spam,0.042678085,0.957321915
209,book your dream home  rs  lacs only in jvts greensdwarka l zonedelhi by veteran defence forces group yrs old  bhk for best deal,spam,spam,spam,0.948231,0.051769,spam,0.973115753,0.026884247
210,one of most amazing township on nh just starting frm lacsbhk few units in ur own silver homes for confirm inventory myvaluehomescom or,spam,spam,not-spam,0.210279,0.789721,not-spam,0.24113826,0.75886174
211,most amazing township on nh starting frm lac bhkfew units left in ur own organic homes for confirm inventory myvaluehomescom or call,spam,spam,not-spam,0.102817,0.897183,not-spam,0.007301927,0.992698073
212,wow most amazing township on nh starting frm lac bhkfew units left in ur own organic homes for confirm inventory myvaluehomescom or call,spam,spam,not-spam,0.102817,0.897183,not-spam,0.011966446,0.988033554
213,near airport  new embassy enclave invest in  bhk sq in rgstd society  lac onwrds in dwarkanew delhi membership limited call,spam,spam,not-spam,0.463713,0.536287,not-spam,0.234017105,0.765982895
214,multiply your money sure shot  hurry pay just  now  no emi till possession  low rise bhk  golf course ext rd gurgaon in lacs only  call,spam,spam,spam,0.999987,0.000013,spam,0.995372653,0.004627347
215,last  days to apply for huda affordable housing bhk  bhk   lacs all inclusive solera in sec  dwarka expressway gurgaon call,spam,spam,not-spam,0.223018,0.776982,spam,0.957567452,0.042432548
216,save up to rs  lacs for now only  flats  dosti ambrosia new wadalar   bhks rscrrready possession with oc rcall,spam,spam,spam,0.859028,0.140972,not-spam,0.100821733,0.899178267
217,zbook  bhk flat starting   lacs only in sheltrex smart phone city karjat  acre township ready possession flats also available call,spam,spam,not-spam,0.384854,0.615146,spam,0.96479729,0.03520271
218,khushiyan aur samridhdhi apne har rang se apke jeewan ko saraabor kar deholi ki hardik shubhkamnasarvesh dube all india radio gorakhpur,spam,spam,spam,0.993782,0.006218,spam,0.994909854,0.005090146
219,rfor acres of forested residential gated township in heart of city at chembur     bhk apts hubtown seasons call on,spam,spam,spam,0.619102,0.380898,spam,0.930897121,0.069102879
220,adrvatika presents bhk apts book rs lac only heart of gurgaon luxury apts spl pymnt plan  intrestemi plan  min airport call,spam,spam,spam,0.921991,0.078009,spam,0.987650578,0.012349422
221,wn  bhk in bulland elevates gaur township nda ext spcl  week ffer nly lacs all incl free parkingclub possno mid call   e,spam,spam,spam,0.758176,0.241824,spam,0.987035873,0.012964127
222,dear sir skanda harmony  bhk luxury apartments near vishnu township nh kurnool thanq sir srammohan,spam,spam,spam,0.595839,0.404161,not-spam,0.125874898,0.874125102
223,plast chance to book a home in sheltrex smart phone city karjat rk bhk  bhk flats starting from rs lac only for details misscall on,spam,spam,spam,0.783902,0.216098,not-spam,0.305520588,0.694479412
224,tata housing launching bhk secgurgaon km from delhi min from international airport pay  in  months   on possession cl g,spam,spam,not-spam,0.327663,0.672337,not-spam,0.061237184,0.938762816
225,huda approved draw of  bhk lac  bhk   lac all inclusive in best location of faridabad please call,spam,spam,not-spam,0.346635,0.653365,spam,0.863729918,0.136270082
226,raheja developers launches maheshwara luxury homes at sohna road gurgaon bhk sqftl all incl with high end amenities to enquire sms maha to,spam,spam,spam,0.548352,0.451648,spam,0.993175399,0.006824601
227,air conditioned luxury homes  bhk rs  lac complete woodwork chimney hob no emi till possession spl pay plan call,spam,spam,spam,0.896872,0.103128,spam,0.73902967,0.26097033
228,vatika launching bhk apts at rs lac in gurgaon missed the opportunity to invest in   buy at same rates easy payment plan call,spam,spam,not-spam,0.086595,0.913405,spam,0.6788934,0.3211066
229,drama group book luxurious bhk duplex home  l  bhk floor   l in bhimtal nanital ph   rates revisng soon,spam,spam,spam,0.83356,0.166441,spam,0.993460564,0.006539436
230,erama group dhamaka offr buy ur dream plot in bhimtal nanital  sq yd   only  bhk cottage  l,spam,spam,spam,0.938411,0.061589,spam,0.994787965,0.005212035
231,bhk by tata housing  sec gurgaonrpay  now  rest on possession in rcall,spam,spam,not-spam,0.468147,0.531853,not-spam,0.392739939,0.607260061
232,bhk in gurgaon by tata housingrpay  now  rest on possession in rcall,spam,spam,not-spam,0.328857,0.671143,not-spam,0.368844664,0.631155336
233,bhk row house available shankeshwar city near aurvindoo hospitalto bank loan availablehand to hand registrybooking only  more detail contact,spam,spam,not-spam,0.217516,0.782484,not-spam,0.006859828,0.993140172
